source,target_rel,case_id,case_name,citation,year,changed
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Culley et al. v. Marshall, Attorney General of Alabama, et al, 200 U.S. 321 (2024) [us.scotus.2024.culley_et_al.200us321].md","2024/Culley et al. v. Marshall, Attorney General of Alabama, et al, 200 U.S. 321 (2024).md",us.scotus.2024.culley_et_al.200us321,"Culley et al. v. Marshall, Attorney General of Alabama, et al",200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Department of Corrections v. Joseph Clifton Smith, 536 U.S. 304 (2024).md","2024/Department of Corrections v. Joseph Clifton Smith, 536 U.S. 304 (2024).md",us.scotus.2024.department_of_corrections.536us304,Department of Corrections v. Joseph Clifton Smith,536 U.S. 304,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Department of State et al. v. Muñoz et al, 200 U.S. 321 (2024) [us.scotus.2024.department_of_state_et_al.200us321].md","2024/Department of State et al. v. Muñoz et al, 200 U.S. 321 (2024).md",us.scotus.2024.department_of_state_et_al.200us321,Department of State et al. v. Muñoz et al,200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Deray Mckesson v. John Doe, 592 U.S. 1 (2024).md","2024/Deray Mckesson v. John Doe, 592 U.S. 1 (2024).md",us.scotus.2024.deray_mckesson.592us1,Deray Mckesson v. John Doe,592 U.S. 1,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Development Rural Housing Service v. Kirtz, 200 U.S. 321 (2024).md","2024/Development Rural Housing Service v. Kirtz, 200 U.S. 321 (2024).md",us.scotus.2024.development_rural_housing_servic.200us321,Development Rural Housing Service v. Kirtz,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Devillier et al. v. Texas, 200 U.S. 321 (2024).md","2024/Devillier et al. v. Texas, 200 U.S. 321 (2024).md",us.scotus.2024.devillier_et_al.200us321,Devillier et al. v. Texas,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Diaz v. United States, 200 U.S. 321 (2024).md","2024/Diaz v. United States, 200 U.S. 321 (2024).md",us.scotus.2024.diaz.200us321,Diaz v. United States,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Dillion Gage Compton v. Texas, 588 U.S. 284 (2024).md","2024/Dillion Gage Compton v. Texas, 588 U.S. 284 (2024).md",us.scotus.2024.dillion_gage_compton.588us284,Dillion Gage Compton v. Texas,588 U.S. 284,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Donald J. Trump v. Norma Anderson, et al. of Colorado, 517 U.S. 44 (2024).md","2024/Donald J. Trump v. Norma Anderson, et al. of Colorado, 517 U.S. 44 (2024).md",us.scotus.2024.donald_j_trump_petitioner.517us44,"Donald J. Trump v. Norma Anderson, et al. of Colorado",517 U.S. 44,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Erlinger v. United States, 200 U.S. 321 (2024).md","2024/Erlinger v. United States, 200 U.S. 321 (2024).md",us.scotus.2024.erlinger.200us321,Erlinger v. United States,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Estate of Nickie Miller v. Montgomery County, Kentucky, et al, 295 U.S. 78 (2024) [us.scotus.2024.estate_of_nickie_miller.295us78].md","2024/Estate of Nickie Miller v. Montgomery County, Kentucky, et al, 295 U.S. 78 (2024).md",us.scotus.2024.estate_of_nickie_miller.295us78,"Estate of Nickie Miller v. Montgomery County, Kentucky, et al",295 U.S. 78,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Excellence Corp. v. the School Committee for the City of Boston, et al, 600 U.S. 181 (2024) [us.scotus.2024.excellence_corp.600us181].md","2024/Excellence Corp. v. the School Committee for the City of Boston, et al, 600 U.S. 181 (2024).md",us.scotus.2024.excellence_corp.600us181,"Excellence Corp. v. the School Committee for the City of Boston, et al",600 U.S. 181,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Facebook, Inc., et al. v. Amalgamated Bank, et al. on Writ of, 604 U.S. ____ (2024).md","2024/Facebook, Inc., et al. v. Amalgamated Bank, et al. on Writ of, 604 U.S. ____ (2024).md",us.scotus.2024.facebook_inc_et_al_petitioners.23980,"Facebook, Inc., et al. v. Amalgamated Bank, et al. on Writ of",604 U.S. ____,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Federal Bureau of Investigation et al. v. Fikre, 200 U.S. 321 (2024).md","2024/Federal Bureau of Investigation et al. v. Fikre, 200 U.S. 321 (2024).md",us.scotus.2024.federal_bureau_of_investigation_.200us321,Federal Bureau of Investigation et al. v. Fikre,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Fischer v. United States, 200 U.S. 321 (2024).md","2024/Fischer v. United States, 200 U.S. 321 (2024).md",us.scotus.2024.fischer.200us321,Fischer v. United States,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Food and Drug Administration et al. v. Alliance for Hippocratic Medicine et al, 200 U.S. 321 (2024) [us.scotus.2024.food_and_drug_administration_et_.200us321].md","2024/Food and Drug Administration et al. v. Alliance for Hippocratic Medicine et al, 200 U.S. 321 (2024).md",us.scotus.2024.food_and_drug_administration_et_.200us321,Food and Drug Administration et al. v. Alliance for Hippocratic Medicine et al,200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Garland, Attorney General, et al. v. Cargill, 200 U.S. 321 (2024).md","2024/Garland, Attorney General, et al. v. Cargill, 200 U.S. 321 (2024).md",us.scotus.2024.garland_attorney_general_et_al.200us321,"Garland, Attorney General, et al. v. Cargill",200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Great Lakes Insurance Se v. Raiders Retreat Realty Co., Llc, 200 U.S. 321 (2024).md","2024/Great Lakes Insurance Se v. Raiders Retreat Realty Co., Llc, 200 U.S. 321 (2024).md",us.scotus.2024.great_lakes_insurance_se.200us321,"Great Lakes Insurance Se v. Raiders Retreat Realty Co., Llc",200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Gustavo Tijerina Sandoval v. Texas, 464 U.S. 114 (2024).md","2024/Gustavo Tijerina Sandoval v. Texas, 464 U.S. 114 (2024).md",us.scotus.2024.gustavo_tijerina_sandoval.464us114,Gustavo Tijerina Sandoval v. Texas,464 U.S. 114,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Harrel v. Raoul, 602 U.S. 406 (2024).md","2024/Harrel v. Raoul, 602 U.S. 406 (2024).md",us.scotus.2024.23_877.602us406,Harrel v. Raoul,602 U.S. 406,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Harrington v. Purdue Pharma L. P, 200 U.S. 321 (2024).md","2024/Harrington v. Purdue Pharma L. P, 200 U.S. 321 (2024).md",us.scotus.2024.23_124.200us321,Harrington v. Purdue Pharma L. P,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Harrow v. Department of Defense, 200 U.S. 321 (2024).md","2024/Harrow v. Department of Defense, 200 U.S. 321 (2024).md",us.scotus.2024.harrow.200us321,Harrow v. Department of Defense,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/John Doe, Through Next Friend Jane Roe v. Snap, Inc., Dba Snapchat, L.l.c., Dba Snap, L.l.c, 598 U.S. 617 (2024).md","2024/John Doe, Through Next Friend Jane Roe v. Snap, Inc., Dba Snapchat, L.l.c., Dba Snap, L.l.c, 598 U.S. 617 (2024).md",us.scotus.2024.john_doe_through_next_friend_jan.598us617,"John Doe, Through Next Friend Jane Roe v. Snap, Inc., Dba Snapchat, L.l.c., Dba Snap, L.l.c",598 U.S. 617,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Kurt Michaels v. Ron Davis, Warden, et al, 499 U.S. 279 (2024) [us.scotus.2024.kurt_michaels.499us279].md","2024/Kurt Michaels v. Ron Davis, Warden, et al, 499 U.S. 279 (2024).md",us.scotus.2024.kurt_michaels.499us279,"Kurt Michaels v. Ron Davis, Warden, et al",499 U.S. 279,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Kurt Michaels v. Ron Davis, Warden, et al, 601 U.S. ____ (2024) [us.scotus.2024.kurt_michaels.235038].md","2024/Kurt Michaels v. Ron Davis, Warden, et al, 601 U.S. ____ (2024).md",us.scotus.2024.kurt_michaels.235038,"Kurt Michaels v. Ron Davis, Warden, et al",601 U.S. ____,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Lindke v. Freed, 200 U.S. 321 (2024).md","2024/Lindke v. Freed, 200 U.S. 321 (2024).md",us.scotus.2024.lindke.200us321,Lindke v. Freed,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Lonnie Allen Bassett v. Arizona, 567 U.S. 460 (2024).md","2024/Lonnie Allen Bassett v. Arizona, 567 U.S. 460 (2024).md",us.scotus.2024.lonnie_allen_bassett.567us460,Lonnie Allen Bassett v. Arizona,567 U.S. 460,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Loper Bright Enterprises et al. v. Raimondo, Secretary of Commerce, et al, 200 U.S. 321 (2024) [us.scotus.2024.loper_bright_enterprises_et_al.200us321].md","2024/Loper Bright Enterprises et al. v. Raimondo, Secretary of Commerce, et al, 200 U.S. 321 (2024).md",us.scotus.2024.loper_bright_enterprises_et_al.200us321,"Loper Bright Enterprises et al. v. Raimondo, Secretary of Commerce, et al",200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Macquarie Infrastructure Corp. et al. v. Moab Partners, L. P., et al, 200 U.S. 321 (2024) [us.scotus.2024.macquarie_infrastructure_corp_et.200us321].md","2024/Macquarie Infrastructure Corp. et al. v. Moab Partners, L. P., et al, 200 U.S. 321 (2024).md",us.scotus.2024.macquarie_infrastructure_corp_et.200us321,"Macquarie Infrastructure Corp. et al. v. Moab Partners, L. P., et al",200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Mcelrath v. Georgia, 200 U.S. 321 (2024).md","2024/Mcelrath v. Georgia, 200 U.S. 321 (2024).md",us.scotus.2024.mcelrath.200us321,Mcelrath v. Georgia,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Mcintosh v. United States, 200 U.S. 321 (2024).md","2024/Mcintosh v. United States, 200 U.S. 321 (2024).md",us.scotus.2024.mcintosh.200us321,Mcintosh v. United States,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Missouri Department of Corrections v. Jean Finney, 576 U.S. 644 (2024).md","2024/Missouri Department of Corrections v. Jean Finney, 576 U.S. 644 (2024).md",us.scotus.2024.missouri_department_of_correctio.576us644,Missouri Department of Corrections v. Jean Finney,576 U.S. 644,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Moyle v. United States, 556 U.S. 418 (2024).md","2024/Moyle v. United States, 556 U.S. 418 (2024).md",us.scotus.2024.23_726.556us418,Moyle v. United States,556 U.S. 418,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Muldrow v. City of St. Louis, Missouri, et al, 200 U.S. 321 (2024) [us.scotus.2024.muldrow.200us321].md","2024/Muldrow v. City of St. Louis, Missouri, et al, 200 U.S. 321 (2024).md",us.scotus.2024.muldrow.200us321,"Muldrow v. City of St. Louis, Missouri, et al",200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Murray v. Ubs Securities, Llc, et al, 200 U.S. 321 (2024) [us.scotus.2024.murray.200us321].md","2024/Murray v. Ubs Securities, Llc, et al, 200 U.S. 321 (2024).md",us.scotus.2024.murray.200us321,"Murray v. Ubs Securities, Llc, et al",200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/National Rifle Association of America v. Vullo, 200 U.S. 321 (2024).md","2024/National Rifle Association of America v. Vullo, 200 U.S. 321 (2024).md",us.scotus.2024.national_rifle_association_of_am.200us321,National Rifle Association of America v. Vullo,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Natoya Cunningham v. Florida, 399 U.S. 78 (2024).md","2024/Natoya Cunningham v. Florida, 399 U.S. 78 (2024).md",us.scotus.2024.natoya_cunningham.399us78,Natoya Cunningham v. Florida,399 U.S. 78,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Natoya Cunningham v. Florida, 602 U.S. ____ (2024).md","2024/Natoya Cunningham v. Florida, 602 U.S. ____ (2024).md",us.scotus.2024.natoya_cunningham.2351,Natoya Cunningham v. Florida,602 U.S. ____,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Nvidia Corporation, et al. v. E. Ohman Jor Fonder Ab, et al. on Writ of, 604 U.S. ____ (2024).md","2024/Nvidia Corporation, et al. v. E. Ohman Jor Fonder Ab, et al. on Writ of, 604 U.S. ____ (2024).md",us.scotus.2024.nvidia_corporation_et_al_petitio.23970,"Nvidia Corporation, et al. v. E. Ohman J:or Fonder Ab, et al. on Writ of",604 U.S. ____,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Office of the United States Trustee v. John Q. Hammons Fall 2006, Llc, et al, 200 U.S. 321 (2024) [us.scotus.2024.office_of_the_united_states_trus.200us321].md","2024/Office of the United States Trustee v. John Q. Hammons Fall 2006, Llc, et al, 200 U.S. 321 (2024).md",us.scotus.2024.office_of_the_united_states_trus.200us321,"Office of the United States Trustee v. John Q. Hammons Fall 2006, Llc, et al",200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Others Similarly Situated v. Bank of America, N. a, 200 U.S. 321 (2024).md","2024/Others Similarly Situated v. Bank of America, N. a, 200 U.S. 321 (2024).md",us.scotus.2024.others_similarly_situated.200us321,"Others Similarly Situated v. Bank of America, N. a",200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Parents Protecting Our Children, Ua v. Eau Claire Area School District, Wisconsin, et al, 530 U.S. 57 (2024) [us.scotus.2024.parents_protecting_our_children_.530us57].md","2024/Parents Protecting Our Children, Ua v. Eau Claire Area School District, Wisconsin, et al, 530 U.S. 57 (2024).md",us.scotus.2024.parents_protecting_our_children_.530us57,"Parents Protecting Our Children, Ua v. Eau Claire Area School District, Wisconsin, et al",530 U.S. 57,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Pinehurst Llc v. New York, 601 U.S. ____ (2024).md","2024/Pinehurst Llc v. New York, 601 U.S. ____ (2024).md",us.scotus.2024.22_1130.221130,Pinehurst Llc v. New York,601 U.S. ____,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Pulsifer v. United States, 200 U.S. 321 (2024).md","2024/Pulsifer v. United States, 200 U.S. 321 (2024).md",us.scotus.2024.pulsifer.200us321,Pulsifer v. United States,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Rudisill v. Mcdonough, Secretary of Veterans Affairs, 200 U.S. 321 (2024).md","2024/Rudisill v. Mcdonough, Secretary of Veterans Affairs, 200 U.S. 321 (2024).md",us.scotus.2024.rudisill.200us321,"Rudisill v. Mcdonough, Secretary of Veterans Affairs",200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Securities and Exchange Commission v. Jarkesy et al, 200 U.S. 321 (2024) [us.scotus.2024.securities_and_exchange_commissi.200us321].md","2024/Securities and Exchange Commission v. Jarkesy et al, 200 U.S. 321 (2024).md",us.scotus.2024.securities_and_exchange_commissi.200us321,Securities and Exchange Commission v. Jarkesy et al,200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Services, et al. v. San Carlos Apache Tribe, 200 U.S. 321 (2024).md","2024/Services, et al. v. San Carlos Apache Tribe, 200 U.S. 321 (2024).md",us.scotus.2024.services_et_al.200us321,"Services, et al. v. San Carlos Apache Tribe",200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Sheetz v. County of El Dorado, California, 200 U.S. 321 (2024).md","2024/Sheetz v. County of El Dorado, California, 200 U.S. 321 (2024).md",us.scotus.2024.sheetz.200us321,"Sheetz v. County of El Dorado, California",200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Smith et al. v. Spizzirri et al, 200 U.S. 321 (2024) [us.scotus.2024.smith_et_al.200us321].md","2024/Smith et al. v. Spizzirri et al, 200 U.S. 321 (2024).md",us.scotus.2024.smith_et_al.200us321,Smith et al. v. Spizzirri et al,200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Smith v. Arizona, 200 U.S. 321 (2024).md","2024/Smith v. Arizona, 200 U.S. 321 (2024).md",us.scotus.2024.smith.200us321,Smith v. Arizona,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Snyder v. United States, 200 U.S. 321 (2024).md","2024/Snyder v. United States, 200 U.S. 321 (2024).md",us.scotus.2024.snyder.200us321,Snyder v. United States,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Speech First, Inc. v. Timothy Sands and in His Official Capacity As President of Virginia Poly-, 340 U.S. 36 (2024).md","2024/Speech First, Inc. v. Timothy Sands and in His Official Capacity As President of Virginia Poly-, 340 U.S. 36 (2024).md",us.scotus.2024.speech_first_inc.340us36,"Speech First, Inc. v. Timothy Sands and in His Official Capacity As President of Virginia Poly-",340 U.S. 36,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Starbucks Corp. v. Mckinney, Regional Director of Region 15 of the National Labor Relations Board, for and on Behalf of the, 200 U.S. 321 (2024).md","2024/Starbucks Corp. v. Mckinney, Regional Director of Region 15 of the National Labor Relations Board, for and on Behalf of the, 200 U.S. 321 (2024).md",us.scotus.2024.starbucks_corp.200us321,"Starbucks Corp. v. Mckinney, Regional Director of Region 15 of the National Labor Relations Board, for and on Behalf of the",200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Sylvia Gonzalez v. Edward Trevino, Ii, et al. on Writ of, 587 U.S. 391 (2024).md","2024/Sylvia Gonzalez v. Edward Trevino, Ii, et al. on Writ of, 587 U.S. 391 (2024).md",us.scotus.2024.sylvia_gonzalez_petitioner.587us391,"Sylvia Gonzalez v. Edward Trevino, Ii, et al. on Writ of",587 U.S. 391,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Truck Insurance Exchange v. Kaiser Gypsum Co., Inc., et al, 200 U.S. 321 (2024) [us.scotus.2024.truck_insurance_exchange.200us321].md","2024/Truck Insurance Exchange v. Kaiser Gypsum Co., Inc., et al, 200 U.S. 321 (2024).md",us.scotus.2024.truck_insurance_exchange.200us321,"Truck Insurance Exchange v. Kaiser Gypsum Co., Inc., et al",200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Trump v. United States, 200 U.S. 321 (2024).md","2024/Trump v. United States, 200 U.S. 321 (2024).md",us.scotus.2024.trump.200us321,Trump v. United States,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/United States v. Rahimi, 200 U.S. 321 (2024).md","2024/United States v. Rahimi, 200 U.S. 321 (2024).md",us.scotus.2024.united_states.200us321,United States v. Rahimi,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Vicki Baker v. City of Mckinney, Texas, 364 U.S. 40 (2024).md","2024/Vicki Baker v. City of Mckinney, Texas, 364 U.S. 40 (2024).md",us.scotus.2024.vicki_baker.364us40,"Vicki Baker v. City of Mckinney, Texas",364 U.S. 40,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Vidal v. Elster, 200 U.S. 321 (2024).md","2024/Vidal v. Elster, 200 U.S. 321 (2024).md",us.scotus.2024.22_704.200us321,Vidal v. Elster,200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Vivek H. Murthy, Surgeon General, et al. v. Missouri, et al. on Motion for Leave to Intervene, 601 U.S. ____ (2024).md","2024/Vivek H. Murthy, Surgeon General, et al. v. Missouri, et al. on Motion for Leave to Intervene, 601 U.S. ____ (2024).md",us.scotus.2024.vivek_h_murthy_surgeon_general_e.23411,"Vivek H. Murthy, Surgeon General, et al. v. Missouri, et al. on Motion for Leave to Intervene",601 U.S. ____,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Warner Chappell Music, Inc., et al. v. Nealy et al, 200 U.S. 321 (2024) [us.scotus.2024.warner_chappell_music_inc_et_al.200us321].md","2024/Warner Chappell Music, Inc., et al. v. Nealy et al, 200 U.S. 321 (2024).md",us.scotus.2024.warner_chappell_music_inc_et_al.200us321,"Warner Chappell Music, Inc., et al. v. Nealy et al",200 U.S. 321,2024,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Warren King v. Shawn Emmons, Warden, 537 U.S. 322 (2024).md","2024/Warren King v. Shawn Emmons, Warden, 537 U.S. 322 (2024).md",us.scotus.2024.warren_king.537us322,"Warren King v. Shawn Emmons, Warden",537 U.S. 322,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/Wilkinson v. Garland, Attorney General, 200 U.S. 321 (2024).md","2024/Wilkinson v. Garland, Attorney General, 200 U.S. 321 (2024).md",us.scotus.2024.wilkinson.200us321,"Wilkinson v. Garland, Attorney General",200 U.S. 321,2024,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2024/et al. v. Community Financial Services Association of America, Ltd., et al, 200 U.S. 321 (2024) [us.scotus.2024.et_al.200us321].md","2024/et al. v. Community Financial Services Association of America, Ltd., et al, 200 U.S. 321 (2024).md",us.scotus.2024.et_al.200us321,"et al. v. Community Financial Services Association of America, Ltd., et al",200 U.S. 321,2024,True
